timestamp,name,address,day_type,hour,rule_color,occupancy_rate,occupied_spots,total_capacity,latitude,longitude
2025-11-27 14:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,14,gelb,0.8604,63,74,48.14066666666667,11.409277777777778
2025-11-27 15:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,15,gelb,0.8222,60,74,48.14066666666667,11.409277777777778
2025-11-27 16:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,16,gelb,0.8761,64,74,48.14066666666667,11.409277777777778
2025-11-27 17:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,17,gelb,0.7974,59,74,48.14066666666667,11.409277777777778
2025-11-27 18:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,18,gelb,0.8963,66,74,48.14066666666667,11.409277777777778
2025-11-27 19:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,19,gelb,0.7791,57,74,48.14066666666667,11.409277777777778
2025-11-27 20:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,20,gelb,0.867,64,74,48.14066666666667,11.409277777777778
2025-11-27 21:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,21,gelb,0.8406,62,74,48.14066666666667,11.409277777777778
2025-11-27 22:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,22,gelb,0.8241,60,74,48.14066666666667,11.409277777777778
2025-11-27 23:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,23,gelb,0.8593,63,74,48.14066666666667,11.409277777777778
2025-11-28 00:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,0,gelb,0.8272,61,74,48.14066666666667,11.409277777777778
2025-11-28 01:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,1,gelb,0.8173,60,74,48.14066666666667,11.409277777777778
2025-11-28 02:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,2,gelb,0.8763,64,74,48.14066666666667,11.409277777777778
2025-11-28 03:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,3,gelb,0.7885,58,74,48.14066666666667,11.409277777777778
2025-11-28 04:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,4,gelb,0.8812,65,74,48.14066666666667,11.409277777777778
2025-11-28 05:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,5,gelb,0.8748,64,74,48.14066666666667,11.409277777777778
2025-11-28 06:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,6,gelb,0.853,63,74,48.14066666666667,11.409277777777778
2025-11-28 07:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,7,gelb,0.7868,58,74,48.14066666666667,11.409277777777778
2025-11-28 08:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,8,gelb,0.8243,60,74,48.14066666666667,11.409277777777778
2025-11-28 09:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,9,gelb,0.8636,63,74,48.14066666666667,11.409277777777778
2025-11-28 10:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,10,gelb,0.8915,65,74,48.14066666666667,11.409277777777778
2025-11-28 11:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,11,gelb,0.791,58,74,48.14066666666667,11.409277777777778
2025-11-28 12:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,12,gelb,0.8461,62,74,48.14066666666667,11.409277777777778
2025-11-28 13:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,13,gelb,0.8513,62,74,48.14066666666667,11.409277777777778
2025-11-28 14:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,14,gelb,0.8927,66,74,48.14066666666667,11.409277777777778
2025-11-28 15:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,15,gelb,0.8711,64,74,48.14066666666667,11.409277777777778
2025-11-28 16:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,16,gelb,0.8372,61,74,48.14066666666667,11.409277777777778
2025-11-28 17:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,17,gelb,0.8533,63,74,48.14066666666667,11.409277777777778
2025-11-28 18:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,18,gelb,0.8031,59,74,48.14066666666667,11.409277777777778
2025-11-28 19:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,19,gelb,0.8778,64,74,48.14066666666667,11.409277777777778
2025-11-28 20:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,20,gelb,0.784,58,74,48.14066666666667,11.409277777777778
2025-11-28 21:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,21,gelb,0.8717,64,74,48.14066666666667,11.409277777777778
2025-11-28 22:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,22,gelb,0.8711,64,74,48.14066666666667,11.409277777777778
2025-11-28 23:00:00,Freiham (Provisorium),"Bodenseestr. (322), 81249 München",WT,23,gelb,0.8712,64,74,48.14066666666667,11.409277777777778
2025-11-22 00:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,0,grün,0.0048,6,1259,48.21025,11.62025
2025-11-22 01:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,1,grün,0.07,88,1259,48.21025,11.62025
2025-11-22 02:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,2,grün,0.5976,752,1259,48.21025,11.62025
2025-11-22 03:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,3,grün,0.5855,737,1259,48.21025,11.62025
2025-11-22 04:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,4,grün,0.7467,940,1259,48.21025,11.62025
2025-11-22 05:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,5,grün,0.6834,860,1259,48.21025,11.62025
2025-11-22 06:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,6,grün,0.2263,284,1259,48.21025,11.62025
2025-11-22 07:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,7,grün,0.142,178,1259,48.21025,11.62025
2025-11-22 08:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,8,grün,0.4335,545,1259,48.21025,11.62025
2025-11-22 09:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,9,grün,0.1659,208,1259,48.21025,11.62025
2025-11-22 10:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,10,grün,0.6637,835,1259,48.21025,11.62025
2025-11-22 11:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,11,grün,0.7409,932,1259,48.21025,11.62025
2025-11-22 12:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,12,grün,0.0479,60,1259,48.21025,11.62025
2025-11-22 13:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,13,grün,0.6281,790,1259,48.21025,11.62025
2025-11-22 14:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,14,grün,0.7145,899,1259,48.21025,11.62025
2025-11-22 15:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,15,grün,0.697,877,1259,48.21025,11.62025
2025-11-22 16:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,16,grün,0.1407,177,1259,48.21025,11.62025
2025-11-22 17:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,17,grün,0.1913,240,1259,48.21025,11.62025
2025-11-22 18:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,18,grün,0.1537,193,1259,48.21025,11.62025
2025-11-22 19:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,19,grün,0.1743,219,1259,48.21025,11.62025
2025-11-22 20:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,20,grün,0.6359,800,1259,48.21025,11.62025
2025-11-22 21:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,21,grün,0.6314,794,1259,48.21025,11.62025
2025-11-22 22:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,22,grün,0.4221,531,1259,48.21025,11.62025
2025-11-22 23:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SA,23,grün,0.1434,180,1259,48.21025,11.62025
2025-11-23 00:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,0,grün,0.1572,197,1259,48.21025,11.62025
2025-11-23 01:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,1,grün,0.4529,570,1259,48.21025,11.62025
2025-11-23 02:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,2,grün,0.3977,500,1259,48.21025,11.62025
2025-11-23 03:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,3,grün,0.3483,438,1259,48.21025,11.62025
2025-11-23 04:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,4,grün,0.525,660,1259,48.21025,11.62025
2025-11-23 05:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,5,grün,0.5855,737,1259,48.21025,11.62025
2025-11-23 06:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,6,grün,0.7009,882,1259,48.21025,11.62025
2025-11-23 07:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,7,grün,0.1796,226,1259,48.21025,11.62025
2025-11-23 08:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,8,grün,0.1768,222,1259,48.21025,11.62025
2025-11-23 09:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,9,grün,0.444,558,1259,48.21025,11.62025
2025-11-23 10:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,10,grün,0.4291,540,1259,48.21025,11.62025
2025-11-23 11:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,11,grün,0.5025,632,1259,48.21025,11.62025
2025-11-23 12:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,12,grün,0.3812,479,1259,48.21025,11.62025
2025-11-23 13:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,13,grün,0.4214,530,1259,48.21025,11.62025
2025-11-23 14:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,14,grün,0.01,12,1259,48.21025,11.62025
2025-11-23 15:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,15,grün,0.5992,754,1259,48.21025,11.62025
2025-11-23 16:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,16,grün,0.3585,451,1259,48.21025,11.62025
2025-11-23 17:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,17,grün,0.5304,667,1259,48.21025,11.62025
2025-11-23 18:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,18,grün,0.1881,236,1259,48.21025,11.62025
2025-11-23 19:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,19,grün,0.1898,238,1259,48.21025,11.62025
2025-11-23 20:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,20,grün,0.0649,81,1259,48.21025,11.62025
2025-11-23 21:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,21,grün,0.5575,701,1259,48.21025,11.62025
2025-11-23 22:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,22,grün,0.4286,539,1259,48.21025,11.62025
2025-11-23 23:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",SO,23,grün,0.0594,74,1259,48.21025,11.62025
2025-11-24 00:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,0,grün,0.1497,188,1259,48.21025,11.62025
2025-11-24 01:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,1,grün,0.2612,328,1259,48.21025,11.62025
2025-11-24 02:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,2,grün,0.2647,333,1259,48.21025,11.62025
2025-11-24 03:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,3,grün,0.7099,893,1259,48.21025,11.62025
2025-11-24 04:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,4,grün,0.5661,712,1259,48.21025,11.62025
2025-11-24 05:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,5,grün,0.1979,249,1259,48.21025,11.62025
2025-11-24 06:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,6,grün,0.2149,270,1259,48.21025,11.62025
2025-11-24 07:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,7,grün,0.5636,709,1259,48.21025,11.62025
2025-11-24 08:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,8,grün,0.446,561,1259,48.21025,11.62025
2025-11-24 09:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,9,grün,0.1728,217,1259,48.21025,11.62025
2025-11-24 10:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,10,grün,0.3531,444,1259,48.21025,11.62025
2025-11-24 11:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,11,grün,0.4312,542,1259,48.21025,11.62025
2025-11-24 12:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,12,grün,0.1008,126,1259,48.21025,11.62025
2025-11-24 13:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,13,grün,0.6326,796,1259,48.21025,11.62025
2025-11-24 14:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,14,grün,0.5266,663,1259,48.21025,11.62025
2025-11-24 15:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,15,grün,0.1617,203,1259,48.21025,11.62025
2025-11-24 16:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,16,grün,0.4279,538,1259,48.21025,11.62025
2025-11-24 17:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,17,grün,0.3682,463,1259,48.21025,11.62025
2025-11-24 18:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,18,grün,0.2349,295,1259,48.21025,11.62025
2025-11-24 19:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,19,grün,0.4225,531,1259,48.21025,11.62025
2025-11-24 20:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,20,grün,0.5711,719,1259,48.21025,11.62025
2025-11-24 21:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,21,grün,0.7372,928,1259,48.21025,11.62025
2025-11-24 22:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,22,grün,0.0296,37,1259,48.21025,11.62025
2025-11-24 23:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,23,grün,0.2141,269,1259,48.21025,11.62025
2025-11-25 00:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,0,grün,0.5308,668,1259,48.21025,11.62025
2025-11-25 01:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,1,grün,0.2553,321,1259,48.21025,11.62025
2025-11-25 02:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,2,grün,0.0753,94,1259,48.21025,11.62025
2025-11-25 03:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,3,grün,0.2627,330,1259,48.21025,11.62025
2025-11-25 04:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,4,grün,0.6313,794,1259,48.21025,11.62025
2025-11-25 05:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,5,grün,0.525,661,1259,48.21025,11.62025
2025-11-25 06:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,6,grün,0.1405,176,1259,48.21025,11.62025
2025-11-25 07:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,7,grün,0.1329,167,1259,48.21025,11.62025
2025-11-25 08:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,8,grün,0.0173,21,1259,48.21025,11.62025
2025-11-25 09:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,9,grün,0.7211,907,1259,48.21025,11.62025
2025-11-25 10:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,10,grün,0.5257,661,1259,48.21025,11.62025
2025-11-25 11:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,11,grün,0.4549,572,1259,48.21025,11.62025
2025-11-25 12:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,12,grün,0.0412,51,1259,48.21025,11.62025
2025-11-25 13:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,13,grün,0.1492,187,1259,48.21025,11.62025
2025-11-25 14:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,14,grün,0.3338,420,1259,48.21025,11.62025
2025-11-25 15:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,15,grün,0.15,188,1259,48.21025,11.62025
2025-11-25 16:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,16,grün,0.1291,162,1259,48.21025,11.62025
2025-11-25 17:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,17,grün,0.1924,242,1259,48.21025,11.62025
2025-11-25 18:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,18,grün,0.1863,234,1259,48.21025,11.62025
2025-11-25 19:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,19,grün,0.1099,138,1259,48.21025,11.62025
2025-11-25 20:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,20,grün,0.2954,371,1259,48.21025,11.62025
2025-11-25 21:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,21,grün,0.5424,682,1259,48.21025,11.62025
2025-11-25 22:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,22,grün,0.4391,552,1259,48.21025,11.62025
2025-11-25 23:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,23,grün,0.0995,125,1259,48.21025,11.62025
2025-11-26 00:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,0,grün,0.6702,843,1259,48.21025,11.62025
2025-11-26 01:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,1,grün,0.2264,285,1259,48.21025,11.62025
2025-11-26 02:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,2,grün,0.7089,892,1259,48.21025,11.62025
2025-11-26 03:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,3,grün,0.273,343,1259,48.21025,11.62025
2025-11-26 04:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,4,grün,0.0228,28,1259,48.21025,11.62025
2025-11-26 05:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,5,grün,0.6549,824,1259,48.21025,11.62025
2025-11-26 06:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,6,grün,0.4248,534,1259,48.21025,11.62025
2025-11-26 07:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,7,grün,0.527,663,1259,48.21025,11.62025
2025-11-26 08:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,8,grün,0.6299,793,1259,48.21025,11.62025
2025-11-26 09:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,9,grün,0.4549,572,1259,48.21025,11.62025
2025-11-26 10:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,10,grün,0.3799,478,1259,48.21025,11.62025
2025-11-26 11:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,11,grün,0.4032,507,1259,48.21025,11.62025
2025-11-26 12:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,12,grün,0.7348,925,1259,48.21025,11.62025
2025-11-26 13:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,13,grün,0.1636,205,1259,48.21025,11.62025
2025-11-26 14:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,14,grün,0.3236,407,1259,48.21025,11.62025
2025-11-26 15:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,15,grün,0.2973,374,1259,48.21025,11.62025
2025-11-26 16:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,16,grün,0.5254,661,1259,48.21025,11.62025
2025-11-26 17:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,17,grün,0.0363,45,1259,48.21025,11.62025
2025-11-26 18:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,18,grün,0.395,497,1259,48.21025,11.62025
2025-11-26 19:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,19,grün,0.0232,29,1259,48.21025,11.62025
2025-11-26 20:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,20,grün,0.4604,579,1259,48.21025,11.62025
2025-11-26 21:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,21,grün,0.4677,588,1259,48.21025,11.62025
2025-11-26 22:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,22,grün,0.6208,781,1259,48.21025,11.62025
2025-11-26 23:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,23,grün,0.2699,339,1259,48.21025,11.62025
2025-11-27 00:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,0,grün,0.4674,588,1259,48.21025,11.62025
2025-11-27 01:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,1,grün,0.1866,234,1259,48.21025,11.62025
2025-11-27 02:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,2,grün,0.3835,482,1259,48.21025,11.62025
2025-11-27 03:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,3,grün,0.0238,30,1259,48.21025,11.62025
2025-11-27 04:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,4,grün,0.6179,777,1259,48.21025,11.62025
2025-11-27 05:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,5,grün,0.239,300,1259,48.21025,11.62025
2025-11-27 06:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,6,grün,0.6081,765,1259,48.21025,11.62025
2025-11-27 07:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,7,grün,0.3016,379,1259,48.21025,11.62025
2025-11-27 08:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,8,grün,0.5425,683,1259,48.21025,11.62025
2025-11-27 09:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,9,grün,0.1689,212,1259,48.21025,11.62025
2025-11-27 10:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,10,grün,0.4149,522,1259,48.21025,11.62025
2025-11-27 11:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,11,grün,0.1434,180,1259,48.21025,11.62025
2025-11-27 12:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,12,grün,0.0515,64,1259,48.21025,11.62025
2025-11-27 13:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,13,grün,0.1915,241,1259,48.21025,11.62025
2025-11-27 14:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,14,grün,0.0469,58,1259,48.21025,11.62025
2025-11-27 15:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,15,grün,0.6229,784,1259,48.21025,11.62025
2025-11-27 16:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,16,grün,0.6314,794,1259,48.21025,11.62025
2025-11-27 17:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,17,grün,0.5669,713,1259,48.21025,11.62025
2025-11-27 18:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,18,grün,0.5507,693,1259,48.21025,11.62025
2025-11-27 19:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,19,grün,0.5848,736,1259,48.21025,11.62025
2025-11-27 20:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,20,grün,0.2119,266,1259,48.21025,11.62025
2025-11-27 21:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,21,grün,0.5517,694,1259,48.21025,11.62025
2025-11-27 22:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,22,grün,0.6059,762,1259,48.21025,11.62025
2025-11-27 23:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,23,grün,0.3231,406,1259,48.21025,11.62025
2025-11-28 00:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,0,grün,0.2943,370,1259,48.21025,11.62025
2025-11-28 01:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,1,grün,0.0871,109,1259,48.21025,11.62025
2025-11-28 02:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,2,grün,0.372,468,1259,48.21025,11.62025
2025-11-28 03:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,3,grün,0.23,289,1259,48.21025,11.62025
2025-11-28 04:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,4,grün,0.2011,253,1259,48.21025,11.62025
2025-11-28 05:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,5,grün,0.5512,693,1259,48.21025,11.62025
2025-11-28 06:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,6,grün,0.3102,390,1259,48.21025,11.62025
2025-11-28 07:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,7,grün,0.1036,130,1259,48.21025,11.62025
2025-11-28 08:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,8,grün,0.6348,799,1259,48.21025,11.62025
2025-11-28 09:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,9,grün,0.6982,878,1259,48.21025,11.62025
2025-11-28 10:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,10,grün,0.7058,888,1259,48.21025,11.62025
2025-11-28 11:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,11,grün,0.0377,47,1259,48.21025,11.62025
2025-11-28 12:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,12,grün,0.0776,97,1259,48.21025,11.62025
2025-11-28 13:00:00,Fröttmaning,"W.-Heisenberg-Allee 21, 80939 München",WT,13,grün,0.6359,800,1259,48.21025,11.62025
